|dname|id|smiles|cid|len
2004|Ozanimod|4073|CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CCC(C4=CC=C3)NCCO)C#N|52938427.0|57.0
2005|SAR405|3782|CC1COCCN1C2=CC(=O)N3CCC(N(C3=N2)CC4=CC(=CN=C4)Cl)C(F)(F)F|72709209.0|57.0
2006|Bax Channel Blocker|4241|C1CN(CCN1)CC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O.Cl.Cl|2729026.0|57.0
2007|Caffeine citrate|3448|CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O|6241.0|57.0
2008|CYPROTERONE ACETATE|732|CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C|9880.0|57.0
2009|NCGC00161834-01|2981|CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C|73265382.0|57.0
2010|PF-04217903|1763|C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1|17754438.0|57.0
2011|amiodarone|3427|CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I|2157.0|57.0
2012|SB203580|1094|CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F|176155.0|57.0
2013|ESOMEPRAZOLE SODIUM|1609|CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Na+]|10959536.0|57.0
2014|NCGC00263127-01|2955|CC(C)C(C[S+](=O)(C1=CC=C(C=C1)C2=CC=C(C=C2)Br)[O-])C(=O)O|57519520.0|57.0
2015|GANT 58|2714|C1=CN=CC=C1C2=C(SC(=C2C3=CC=NC=C3)C4=CC=NC=C4)C5=CC=NC=C5|253078.0|57.0
2016|FLUMETHASONE|773|CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F|16490.0|57.0
2017|SCHEMBL16177287|3667|CC(CN(C)C)OC1=NC(=CN=C1C#N)NC2=NC=C(C(=C2)OC)C3=CN(N=C3)C|76189046.0|57.0
2018|A-443654|2666|CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CNC5=CC=CC=C54)N|10172943.0|57.0
2019|APRATASTAT|2183|CC1([C@@H](N(CCS1)S(=O)(=O)C2=CC=C(C=C2)OCC#CCO)C(=O)NO)C|11452716.0|57.0
2020|(+)-USNIACIN|1154|CC1=C(C(=C2C(=C1O)C3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)C)O|442614.0|57.0
2021|Nsc 23766|2669|CCN(CC)CCCC(C)NC1=NC(=CC(=N1)NC2=CC3=C(C=C2)N=C(C=C3N)C)C|409805.0|57.0
2022|PF-3644022|2436|CC1CNC2=C(C(=O)N1)SC3=C2C4=C(C=C3)N=C(C=C4)C5=CN=C(C=C5)C|44631903.0|57.0
2023|NCGC00183844-01|3060|C1CC12CN(CC2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5F)F|44341259.0|57.0
2024|Fesoterodine|3424|CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2|6918558.0|57.0
2025|AZD6482|1882|CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3C(=O)O)N4CCOCC4|44137675.0|57.0
2026|GDC-0326|3764|CC(C)N1C(=NC=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)OC(C)C(=O)N|58204997.0|56.0
2027|MKC3946|3707|CN1CCN(CC1)C(=O)C2=CC=C(S2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O|59599728.0|56.0
2028|Tivantinib|3703|C1CC2=CC=CC3=C2N(C1)C=C3C4C(C(=O)NC4=O)C5=CNC6=CC=CC=C65|11494412.0|56.0
2029|GSK6853|3877|CC1CNCCN1C2=C(C=C3C(=C2)N(C(=O)N3C)C)NC(=O)C4=CC=CC=C4OC|121232405.0|56.0
2030|NCGC00263228-01|3546|CCC(=O)NC1CCC(C1)C(=O)N(C)C2=CC=C(C=C2)C3=NC4=CC=CC=C4O3|57519535.0|56.0
2031|PLINABULIN|2060|CC(C)(C)C1=C(N=CN1)/C=C2/C(=O)N/C(=CC3=CC=CC=C3)/C(=O)N2|9949641.0|56.0
2032|Atuveciclib|3657|COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)CS(=N)(=O)C|121488167.0|56.0
2033|VELIFLAPON|2222|C1CCC(C1)[C@H](C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)O|123723.0|56.0
2034|DIACEREIN|791|CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C=C(C=C3C2=O)C(=O)O)OC(=O)C|26248.0|56.0
2035|CHEMBL1824695|2135|CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)CN(C)CC(COC3=CC=C(C=C3)Cl)O|46927888.0|56.0
2036|ITX3|2245|CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/3C(=O)N4C5=CC=CC=C5N=C4S3|1362865.0|56.0
2037|CTS-1027|3951|C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO|3342298.0|56.0
2038|AMBRISENTAN|1484|CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C|6918493.0|56.0
2039|VE-821|1952|CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C(=O)NC3=CC=CC=C3)N|51000408.0|56.0
2040|NCGC00161927-01|3560|COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O|6710769.0|56.0
2041|VPS34 inhibitor 1|3781|CC(C)(CNC1=NC=C(C(=N1)CC2CC2)C3=NC(=NC=C3)NC4=CC=NC=C4)O|67983918.0|56.0
2042|Ciliobrevin D|3561|C1=CC2=C(C=C1Cl)N=C(NC2=O)C(=C(C3=C(C=C(C=C3)Cl)Cl)O)C#N|136257953.0|56.0
2043|DORIPENEM HYDRATE|1192|CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O.O|636377.0|56.0
2044|RIVAROXABAN|1531|C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl|9875401.0|56.0
2045|PLX647|3671|C1=CC2=C(NC=C2CC3=CN=C(C=C3)NCC4=CC=C(C=C4)C(F)(F)F)N=C1|11545419.0|56.0
2046|AMPICILLIN TRIHYDRATE|788|CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C.O.O.O|23565.0|56.0
2047|PRIMAQUINE DIPHOSPHATE|679|CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O|6135.0|56.0
2048|GDC-0077|3777|CC(C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4C(COC4=O)C(F)F|124173720.0|56.0
2049|amsacrine|3922|COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42|2179.0|56.0
2050|CHEMBL2426174|2262|C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C#N)C4=CNN=C4|71300295.0|56.0
2051|AZD2461|1889|COC1CCN(CC1)C(=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F|44199317.0|56.0
2052|flunarizine|2773|C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F|941361.0|56.0
2053|SCHEMBL224883|3093|C1CC2=CC=CC3=C2N(C1)C=C3C4C(C(=O)NC4=O)C5=CNC6=CC=CC=C65|11717641.0|56.0
2054|L778123|122|C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl|216454.0|56.0
2055|SD-06|2672|C1CN(CCC1C2=C(C(=NN2)C3=CC=C(C=C3)Cl)C4=NC=NC=C4)C(=O)CO|9865587.0|56.0
2056|P276-00|1779|CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl|23643975.0|56.0
2057|KX2-391|1777|C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4|23635314.0|56.0
2058|GANETESPIB (STA-9090)|1775|CC(C)C1=CC(=C2NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)C(=O)C=C1O|23624255.0|56.0
2059|ZM 323881 HCL|1771|CC1=CC(=C(C=C1O)NC2=NC=NC3=C2C=CC(=C3)OCC4=CC=CC=C4)F.Cl|22624897.0|56.0
2060|ETRAVIRINE (TMC125)|1103|CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N|193962.0|56.0
2061|Losmapimod|2453|CC1=C(C=C(C=C1C2=NC=C(C=C2)C(=O)NCC(C)(C)C)C(=O)NC3CC3)F|11552706.0|56.0
2062|MITOXANTRONE|88|C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO|4212.0|56.0
2063|DILTIAZEM HCL|883|CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl|62920.0|56.0
2064|U0126-ETOH|1738|CCO.C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N|16220066.0|56.0
2065|nilutamide|2760|CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C|4493.0|56.0
2066|GNE-9605|2433|CNC1=NC(=NC=C1C(F)(F)F)NC2=C(N(N=C2)C3CCN(CC3F)C4COC4)Cl|76328936.0|56.0
2067|GEFITINIB|72|COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4|123631.0|56.0
2068|10074-G5|2644|C1=CC=C(C=C1)C2=CC=CC=C2NC3=CC=C(C4=NON=C34)[N+](=O)[O-]|2836600.0|56.0
2069|CZC24832|1878|CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CN3C(=NC(=N3)N)C(=C2)F|42623951.0|56.0
2070|ISTRADEFYLLINE|1380|CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C|5311037.0|56.0
2071|CUDC-101|1816|COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO|24756910.0|56.0
2072|CBiol_001848|3194|CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C|1744.0|56.0
2073|NCGC00242511-02|3211|CCC(CC)(C=CC=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O|57519525.0|56.0
2074|Indisulam|4133|C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl|216468.0|56.0
2075|CISAPRIDE|188|COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F|2769.0|56.0
2076|AC1MWLHC|3221|C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NOCC4=CC(=C(C=C4)Cl)Cl)Cl|3751173.0|56.0
2077|GW842166X|1592|C1COCCC1CNC(=O)C2=CN=C(N=C2C(F)(F)F)NC3=C(C=C(C=C3)Cl)Cl|10253143.0|56.0
2078|Aderbasib|2510|COC(=O)N1CC2(CC2)CC(C1C(=O)N3CCN(CC3)C4=CC=CC=C4)C(=O)NO|16070111.0|56.0
2079|chelerythrine|3128|C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5|2703.0|56.0
2080|Brequinar|4064|CC1=C(N=C2C=CC(=CC2=C1C(=O)O)F)C3=CC=C(C=C3)C4=CC=CC=C4F|57030.0|56.0
2081|NCGC00025091-04|3242|CC12CCC3C(C1CCC2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC|57519541.0|56.0
2082|ZINC34894448|3134|CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO|73265330.0|56.0
2083|TRIFLUOPERAZINE 2HCL|921|CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl|66064.0|56.0
2084|10-Hydroxycamptothecin|2497|CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O|97226.0|56.0
2085|PENICILLIN G SODIUM|1798|CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+]|23668834.0|56.0
2086|MRS 2578|1728|C1=CC(=CC(=C1)NC(=S)NCCCCNC(=S)NC2=CC=CC(=C2)N=C=S)N=C=S|16078986.0|56.0
2087|RIZATRIPTAN BENZOATE|986|CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O|77997.0|56.0
2088|prazosin|3370|COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC|4893.0|56.0
2089|SUCCINYLCHOLINE CHLORIDE DIHYDRATE|1203|C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.O.O.[Cl-].[Cl-]|656867.0|56.0
2090|Go 6976|2381|CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O|3501.0|56.0
2091|IKK.16|4502|O=C(N1CCC(CC1)N2CCCC2)c3ccc(Nc4nccc(n4)c5cc6ccccc6s5)cc3|0.0|56.0
2092|482306-32-1|2869|C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl|6433119.0|56.0
2093|SN-38|28|CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)O|104842.0|56.0
2094|Indiplon|2840|CC(=O)N(C)C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C(=O)C4=CC=CS4|6450813.0|56.0
2095|Vorasidenib|4009|CC(C(F)(F)F)NC1=NC(=NC(=N1)C2=NC(=CC=C2)Cl)NC(C)C(F)(F)F|117817422.0|56.0
2096|SIMVASTATIN|848|CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C|54454.0|56.0
2097|DINACICLIB|10|CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO|46926350.0|56.0
2098|CELECOXIB|52|CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F|2662.0|56.0
2099|Talazoparib|4368|CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F|135565082.0|56.0
2100|MCC950|3988|CC(C)(C1=COC(=C1)S(=O)(=O)NC(=O)NC2=C3CCCC3=CC4=C2CCC4)O|9910393.0|56.0
2101|ADX-47273|1645|C1CC(CN(C1)C(=O)C2=CC=C(C=C2)F)C3=NC(=NO3)C4=CC=C(C=C4)F|11383075.0|56.0
2102|JNJ-42165279|3997|C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl|54576693.0|56.0
2103|BML-277|2399|C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(=O)N)OC4=CC=C(C=C4)Cl|9969021.0|56.0
2104|colchicine|2623|CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC|6167.0|55.0
2105|CHEMBL3348931|2954|COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)NC(=O)C(CO)N|73265377.0|55.0
2106|Triptonide|4169|CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2=O)O7)COC6=O)C|65411.0|55.0
2107|ISRADIPINE|543|CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC|3784.0|55.0
2108|CTEP (RO4956371)|1679|CC1=C(N=C(N1C2=CC=C(C=C2)OC(F)(F)F)C)C#CC3=CC(=NC=C3)Cl|11646823.0|55.0
2109|Triciribinephosphate|2919|CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)COP(=O)(O)O)O)O)C(=N1)N|73265227.0|55.0
2110|(Phenylindolyl)maleimide deriv. 79|3125|CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC(=C4)Cl)Cl|5327721.0|55.0
2111|TG100-115|1604|C1=CC(=CC(=C1)O)C2=NC3=C(N=C2C4=CC(=CC=C4)O)N=C(N=C3N)N|10427712.0|55.0
2112|Toceranib|3822|CC1=C(NC(=C1C(=O)NCCN2CCCC2)C)C=C3C4=C(C=CC(=C4)F)NC3=O|5329106.0|55.0
2113|PA-824|1178|C1C(COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F|456199.0|55.0
2114|CHEMBL3114578|2363|C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=NC=C4)NC(=O)CN|71621170.0|55.0
2115|LIOTHYRONINE SODIUM|1791|C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O.[Na+]|23666110.0|55.0
2116|Flavopiridol|2615|CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O|5459219.0|55.0
2117|XRP44X|3542|CC1=NN(C(=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4|10339779.0|55.0
2118|928774-43-0|2596|CC1=C2C(CCOC2=CC=C1)NC3=CC(=CN4C3=NC(=C4)C)C(=O)N(C)CCO|25134521.0|55.0
2119|Ipratropium bromide hydrate|2864|CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.O.[Br-]|16738693.0|55.0
2120|HMS3655L04|3169|C1C2CSC(=NC2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N|73265271.0|55.0
2121|RISPERIDONE|189|CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F|5073.0|55.0
2122|SPIRONOLACTONE|192|CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C|5833.0|55.0
2123|GSK-J2|3849|C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CN=CC=C4)NCCC(=O)O|73010924.0|55.0
2124|GSK-J4|3854|CCOC(=O)CCNC1=NC(=NC(=C1)N2CCC3=CC=CC=C3CC2)C4=CC=CC=N4|71729975.0|55.0
2125|Ziprasidone|2871|C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54|60854.0|55.0
2126|Nitogenin|2567|CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1|10536.0|55.0
2127|ENTINOSTAT (MS-275)|567|C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3|4261.0|55.0
2128|XMD8-85|4595|COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)N1CCN(C)CC1|0.0|55.0
2129|UK-371804|3821|CC(C)(C(=O)O)NS(=O)(=O)C1=CC2=C(C=C1)C(=CN=C2N=C(N)N)Cl|9952109.0|55.0
2130|330161-87-0|2932|CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=CC4=C(N3)CCCC4|5309.0|55.0
2131|MLN120B|2096|CC1=C(C=CC=N1)C(=O)NC2=C3C(=CC(=C2OC)Cl)C4=C(N3)C=NC=C4|9929127.0|55.0
2132|BMS-5|2150|CC(C)C(=O)NC1=NC=C(S1)C2=CC(=NN2C3=C(C=CC=C3Cl)Cl)C(F)F|56965901.0|55.0
2133|Apilimod|2722|CC1=CC=CC(=C1)C=NNC2=NC(=NC(=C2)N3CCOCC3)OCCC4=CC=CC=N4|49830988.0|55.0
2134|164178-33-0|2797|CC1=C(C2=C(N1CCN3CCOCC3)C=C(C=C2)I)C(=O)C4=CC=C(C=C4)OC|4302963.0|55.0
2135|MEGESTROL ACETATE|83|CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C|11683.0|55.0
2136|950912-80-8|3648|C1CCC(CC1)N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F.Cl.Cl|51049607.0|55.0
2137|CCT018159|2155|CCC1=C/C(=C/2C(=C(NN2)C)C3=CC4=C(C=C3)OCCO4)/C(=O)C=C1O|5327091.0|55.0
2138|Elocalcitol|4275|CCC(CC)(C=CCC(C)C1=CCC2C1(CCCC2=CC=C3CC(CC(C3=C)F)O)C)O|11396600.0|55.0
2139|DOMPERIDONE|502|C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O|3151.0|55.0
2140|NAFTOPIDIL DIHCL|1700|COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O.Cl.Cl|11957660.0|55.0
2141|626222-24-0|2966|CC1=CSC(=N1)NC(=O)C2=C(C3=C(C4=C(CCC4)N=C3S2)C(F)(F)F)N|1005654.0|55.0
2142|EAI045|3684|C1C2=CC=CC=C2C(=O)N1C(C3=C(C=CC(=C3)F)O)C(=O)NC4=NC=CS4|121231412.0|55.0
2143|BRL15572|2787|C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl|3654103.0|55.0
2144|IMD 0354|1296|C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)O|5081913.0|55.0
2145|ERLOTINIB HYDROCHLORIDE|66|COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl|176871.0|55.0
2146|FLAVOXATE HCL|1143|CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl|441345.0|55.0
2147|SNS-314|2109|C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4|24995524.0|55.0
2148|Isoconazole|3001|C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl|3760.0|55.0
2149|CHEMBL562308|2557|C1C2CC3CC1CC(C2)(C3)CC(=O)NC4=CC=CC5=C4C=CC(=N5)NCCNCCO|10310632.0|55.0
2150|GANT61|2715|CN(C)C1=CC=CC=C1CN2CCCN(C2C3=CC=NC=C3)CC4=CC=CC=C4N(C)C|421610.0|55.0
2151|POLYDATIN|1341|C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O|5281718.0|55.0
2152|LDN-57444|1759|CC(=O)ON=C1C2=C(C=CC(=C2)Cl)N(C1=O)CC3=C(C=CC(=C3)Cl)Cl|16760696.0|55.0
2153|SB216763|1095|CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl|176158.0|55.0
2154|h-89|3615|C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br|449241.0|55.0
2155|DAPAGLIFLOZIN|1533|CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl|9887712.0|55.0
2156|SUNITINIB|30|CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C|5329102.0|55.0
2157|ZINC18182079|2938|C1C2CC3(CC1CC(C2)(C3)C(=O)NCC4=CC=NC=C4)C5=CC=C(C=C5)Cl|11960382.0|55.0
2158|342641-94-5|3086|CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C|3086686.0|55.0
2159|CHEMBL2143037|2933|CC1C(=N)N(C2=CN=C(N=C2N1CCC(C)C)NC3=CC(=C(C(=C3)F)O)F)C|57519550.0|55.0
2160|476477-15-3|3094|CC1=CC=CC(=N1)C2=NN3CCCC3=C2C4=C5C=CC(=CC5=NC=C4)C(=O)N|53316426.0|55.0
2161|CHEBI:47495|3104|C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br|3541.0|55.0
2162|SSR504734|2783|C1CCNC(C1)C(C2=CC=CC=C2)NC(=O)C3=C(C(=CC=C3)C(F)(F)F)Cl|9954540.0|55.0
2163|BESTATIN|2195|CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O|72172.0|55.0
2164|UNII-FA554TW3UP|3009|CCN(CC)C(=O)C1=CC=C(C=C1)C2=CC3(CCNCC3)OC4=C2C(=CC=C4)O|11417954.0|55.0
2165|NPS-2143|1479|CC(C)(CC1=CC2=CC=CC=C2C=C1)NCC(COC3=C(C(=CC=C3)Cl)C#N)O|6918446.0|55.0
2166|CHEMBL63426|2213|CC(C)C1=CC=C(C=C1)CN2C=CC3=C2C=CC4=C3C(=NC(=N4)NC5CC5)N|4259181.0|55.0
2167|Seviteronel|2516|CC(C)C(C1=CC2=CC(=C(C=C2C=C1)OC(F)F)OC(F)F)(C3=NNN=C3)O|78357816.0|55.0
2168|Megestryl acetate|3405|CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C|7075726.0|55.0
2169|CETIRIZINE DIHCL|852|C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl|55182.0|55.0
2170|CHEMBL3348895|3469|C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O|73265294.0|55.0
2171|AMG-208|2416|COC1=CC2=NC=CC(=C2C=C1)OCC3=NN=C4N3N=C(C=C4)C5=CC=CC=C5|24864821.0|55.0
2172|EL-102|4051|CC1=C(C=C(C=C1)C2=CSC(=C2)C#N)NS(=O)(=O)C3=CC=C(C=C3)OC|62705067.0|55.0
2173|LY-310,762|3260|CC1(C2=CC=CC=C2N(C1=O)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F)C|4282258.0|55.0
2174|GSK-J1|2483|C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CC=CC=N4)NCCC(=O)O|56963315.0|55.0
2175|PD1-PDL1 inhibitor 2|4014|CC1=C(C=CC=C1COC2=NC(=C(C=C2)CNCCNC(=O)C)OC)C3=CC=CC=C3|117951478.0|55.0
